Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,29.299999,29.299999,29.299999,29.299999,27.624500,1041
2023-06-06,29.200001,29.200001,29.000000,29.000000,27.341656,7227
2023-06-07,29.000000,29.010000,29.000000,29.010000,27.351084,334
2023-06-08,29.010000,29.010000,29.000000,29.010000,27.351084,764
2023-06-09,null,null,null,null,null,null
2023-06-12,29.200001,29.200001,29.200001,29.200001,27.530220,586
2023-06-13,29.400000,29.400000,29.200001,29.200001,27.530220,7094
2023-06-14,29.209999,29.209999,29.200001,29.200001,27.530220,995
2023-06-15,29.100000,29.100000,29.100000,29.100000,27.435938,970
2023-06-16,29.500000,29.500000,28.570000,28.570000,26.936245,4061
2023-06-20,28.700001,29.000000,28.000000,29.000000,27.341656,173999
2023-06-21,28.200001,28.200001,28.030001,28.030001,26.427126,1855
2023-06-22,28.750000,28.750000,28.700001,28.700001,27.058813,3538
2023-06-23,28.500000,28.500000,28.049999,28.049999,26.445980,796
2023-06-26,28.500000,28.500000,28.500000,28.500000,26.870247,1050
2023-06-27,28.500000,28.510000,28.059999,28.510000,26.879677,10859
2023-06-28,28.260000,28.260000,28.250000,28.250000,26.634544,1801
2023-06-29,28.250000,28.250000,28.250000,28.250000,26.634544,0
2023-06-30,28.260000,29.000000,28.250000,28.750000,27.105951,5808
2023-07-03,28.750000,28.750000,28.750000,28.750000,27.105951,0
2023-07-05,30.049999,30.049999,30.000000,30.000000,28.284470,3928
2023-07-06,30.740000,30.740000,30.000000,30.000000,28.284470,4058
2023-07-07,30.010000,30.900000,30.010000,30.900000,29.133007,2281
2023-07-10,31.000000,31.250000,31.000000,31.000000,29.227287,6127
2023-07-11,31.000000,31.500000,30.900000,31.000000,29.227287,3728
2023-07-12,31.500000,31.500000,31.400000,31.500000,29.698696,1210
2023-07-13,32.000000,33.000000,31.200001,31.200001,29.415852,4944
2023-07-14,31.200001,31.200001,31.200001,31.200001,29.415852,613
2023-07-17,31.400000,32.000000,31.400000,31.670000,29.858974,1622
2023-07-18,31.670000,31.670000,31.670000,31.670000,29.858974,0
2023-07-19,31.670000,31.670000,31.549999,31.549999,29.745836,187
2023-07-20,30.299999,30.299999,30.000000,30.299999,28.567316,1546
2023-07-21,30.299999,30.299999,29.950001,29.950001,28.918951,849
2023-07-24,30.040001,30.040001,30.000000,30.010000,28.976885,972
2023-07-25,30.000000,30.000000,29.500000,29.500000,28.484442,5391
2023-07-26,29.900000,29.900000,29.900000,29.900000,28.870672,2288
2023-07-27,29.900000,29.900000,29.900000,29.900000,28.870672,2479
2023-07-28,29.900000,29.900000,29.900000,29.900000,28.870672,0
