Date,Open,High,Low,Close,Adj Close,Volume
2024-01-09,147.410004,149.229996,146.270004,147.539993,146.737457,168100
2024-01-10,146.600006,149.380005,145.309998,147.610001,146.807083,203700
2024-01-11,147.020004,148.139999,145.000000,147.839996,147.035843,126600
2024-01-12,148.570007,149.789993,147.449997,148.220001,147.413773,106100
2024-01-16,146.470001,151.589996,145.490005,150.529999,149.711212,326100
2024-01-17,148.029999,150.429993,147.220001,147.690002,146.886658,234500
2024-01-18,148.779999,150.229996,148.110001,148.800003,147.990616,190100
2024-01-19,148.669998,149.300003,146.050003,148.940002,148.129852,146400
2024-01-22,149.460007,151.169998,148.240005,150.589996,149.770874,199300
2024-01-23,150.279999,151.270004,147.759995,150.320007,149.502350,196700
2024-01-24,151.350006,151.350006,147.119995,148.710007,147.901108,340900
2024-01-25,149.539993,150.440002,147.529999,148.929993,148.119904,241800
2024-01-26,148.339996,152.229996,147.740005,150.679993,149.860382,110300
2024-01-29,150.259995,151.779999,148.970001,150.559998,149.741043,110500
2024-01-30,150.149994,151.789993,149.149994,149.839996,149.024963,146500
2024-01-31,148.809998,150.580002,147.839996,148.429993,147.622620,150800
2024-02-01,148.289993,150.429993,147.000000,150.410004,149.591858,190400
2024-02-02,149.660004,150.729996,148.699997,149.809998,148.995117,370200
2024-02-05,148.509995,151.380005,147.289993,150.250000,149.432724,178000
2024-02-06,151.190002,154.880005,150.179993,153.449997,152.615326,212700
2024-02-07,152.729996,154.360001,151.210007,154.279999,153.440811,204600
2024-02-08,153.000000,154.789993,151.190002,152.100006,151.272675,229700
2024-02-09,152.000000,154.699997,149.279999,154.279999,153.440811,425000
2024-02-12,155.000000,158.550003,153.339996,158.550003,157.687592,305500
2024-02-13,156.820007,158.789993,153.889999,158.000000,157.140579,204800
2024-02-14,160.000000,162.910004,158.940002,162.479996,161.596207,347300
2024-02-15,162.070007,169.320007,162.070007,169.009995,168.090683,370100
2024-02-16,169.500000,173.389999,168.130005,170.210007,169.284164,393000
2024-02-20,170.210007,172.169998,166.880005,167.070007,166.161240,369000
2024-02-21,165.979996,168.419998,165.490005,168.289993,167.374603,318700
2024-02-22,169.009995,169.750000,167.869995,169.110001,168.190140,247100
2024-02-23,169.000000,171.000000,167.809998,170.529999,169.602417,132900
2024-02-26,169.679993,171.410004,168.369995,170.520004,169.592484,119300
2024-02-27,171.100006,172.789993,169.520004,170.880005,169.950516,208800
2024-02-28,170.000000,170.610001,167.830002,168.339996,167.424332,182300
2024-02-29,170.059998,171.169998,168.610001,170.880005,169.950516,349700
2024-03-01,172.080002,173.149994,170.509995,171.910004,170.974915,218100
2024-03-04,171.699997,174.360001,170.330002,170.910004,169.980362,110500
2024-03-05,170.580002,174.199997,169.199997,173.979996,173.033646,190600
2024-03-06,174.880005,175.029999,172.800003,173.880005,172.934204,307900
2024-03-07,174.500000,176.009995,173.889999,175.229996,174.276855,324800
2024-03-08,175.339996,176.139999,172.910004,175.830002,174.873596,157800
2024-03-11,175.570007,176.309998,172.759995,173.119995,172.178329,171800
2024-03-12,173.039993,175.270004,171.699997,172.699997,171.760605,167500
2024-03-13,173.139999,174.039993,171.770004,173.300003,172.357361,257600
2024-03-14,171.740005,173.080002,171.119995,172.029999,171.094254,282700
2024-03-15,172.610001,174.039993,171.419998,172.600006,171.661163,545700
