Date,Open,High,Low,Close,Adj Close,Volume
2024-02-28,6.500000,6.500000,6.500000,6.500000,6.500000,0
2024-02-29,6.500000,6.500000,6.500000,6.500000,6.500000,0
2024-03-01,6.650000,6.680000,6.650000,6.680000,6.680000,166905
2024-03-04,6.700000,6.780000,6.700000,6.780000,6.780000,18017
2024-03-05,6.780000,6.780000,6.780000,6.780000,6.780000,0
2024-03-06,6.870000,6.870000,6.870000,6.870000,6.870000,1680
2024-03-07,6.900000,6.950000,6.900000,6.950000,6.950000,2014530
2024-03-08,6.900000,6.920000,6.900000,6.920000,6.920000,41178
2024-03-11,6.930000,6.930000,6.930000,6.930000,6.930000,26971
2024-03-12,6.930000,6.930000,6.930000,6.930000,6.930000,26971
2024-03-13,6.900000,6.920000,6.900000,6.920000,6.920000,91732
2024-03-14,6.920000,6.920000,6.910000,6.910000,6.910000,23526
2024-03-15,6.930000,6.930000,6.900000,6.900000,6.900000,122603
2024-03-18,6.900000,6.900000,6.900000,6.900000,6.900000,41992
2024-03-19,6.880000,6.900000,6.880000,6.900000,6.900000,117346
2024-03-20,6.850000,6.850000,6.850000,6.850000,6.850000,135690
2024-03-21,6.850000,6.850000,6.800000,6.800000,6.800000,150755
2024-03-22,6.850000,6.850000,6.800000,6.800000,6.800000,45175
2024-03-25,6.750000,6.750000,6.750000,6.750000,6.750000,1058
2024-03-26,6.750000,6.750000,6.600000,6.600000,6.600000,21888
2024-03-27,6.500000,6.500000,6.300000,6.300000,6.300000,42501
2024-03-28,6.300000,6.300000,6.300000,6.300000,6.300000,0
2024-04-01,6.250000,6.250000,6.140000,6.140000,6.140000,36124
2024-04-02,6.250000,6.250000,6.140000,6.140000,6.140000,36124
2024-04-03,6.130000,6.130000,6.100000,6.100000,6.100000,147996
2024-04-04,6.090000,6.090000,6.070000,6.070000,6.070000,29333
2024-04-05,6.050000,6.050000,5.980000,5.980000,5.980000,20466
2024-04-08,5.800000,5.800000,5.700000,5.700000,5.700000,38633
2024-04-09,5.620000,5.620000,5.530000,5.530000,5.530000,47204
2024-04-10,5.500000,5.500000,5.440000,5.440000,5.440000,76628
2024-04-11,5.500000,5.500000,5.400000,5.400000,5.400000,159242
2024-04-12,5.350000,5.350000,5.240000,5.240000,5.240000,334157
2024-04-15,5.270000,5.270000,5.240000,5.240000,5.240000,71125
2024-04-16,5.300000,5.300000,5.300000,5.300000,5.300000,64946
2024-04-17,5.400000,5.460000,5.400000,5.460000,5.460000,490250
2024-04-18,5.460000,5.460000,5.460000,5.460000,5.460000,0
2024-04-19,5.750000,5.750000,5.750000,5.750000,5.750000,44495
2024-04-22,5.750000,5.750000,5.750000,5.750000,5.750000,127874
2024-04-23,5.750000,5.750000,5.750000,5.750000,5.750000,11543
